pdbid,labels,mebi_pred
1btc_A,2,0.04
1btc_A,3,0.01
1btc_A,4,0.01
1btc_A,5,0.53
1btc_A,6,0.66
1btc_A,7,0.66
1btc_A,8,0.66
1btc_A,9,0.19
1bxn_A,0,0.29
1bxn_A,1,0.14
1bxn_A,2,0.0
1bxn_A,3,0.01
1bxn_A,4,0.01
1bxn_A,5,0.64
1bxn_A,6,0.65
1bxn_A,7,0.65
1bxn_A,8,0.65
1bxn_A,9,0.38
1byn_A,0,0.7
1byn_A,1,0.41
1byn_A,2,0.24
1byn_A,3,0.04
1byn_A,4,0.04
1byn_A,5,0.48
1byn_A,6,0.29
1byn_A,7,0.29
1byn_A,8,0.29
1byn_A,9,0.21
1c07_A,0,0.67
1c07_A,1,0.43
1c07_A,2,0.24
1c07_A,3,0.06
1c07_A,4,0.06
1c07_A,5,0.35
1c07_A,6,0.19
1c07_A,7,0.19
1c07_A,8,0.19
1c07_A,9,0.35
1c9q_A,0,0.1
1c9q_A,1,0.24
1c9q_A,2,0.32
1c9q_A,3,0.02
1c9q_A,4,0.02
1c9q_A,5,0.28
1c9q_A,6,0.07
1c9q_A,7,0.07
1c9q_A,8,0.07
1c9q_A,9,0.6
1cee_A,0,0.01
1cee_A,1,0.0
1cee_A,2,0.0
1cee_A,3,0.0
1cee_A,4,0.0
1cee_A,5,0.84
1cee_A,6,0.0
1cee_A,7,0.0
1cee_A,8,0.0
1cee_A,9,0.03
1cf4_A,0,0.02
1cf4_A,1,0.0
1cf4_A,2,0.0
1cf4_A,3,0.0
1cf4_A,4,0.0
1cf4_A,5,0.81
1cf4_A,6,0.0
1cf4_A,7,0.0
1cf4_A,8,0.0
1cf4_A,9,0.03
1cff_A,0,1.0
1cff_A,1,0.0
1cff_A,2,0.0
1cff_A,3,0.0
1cff_A,4,0.0
1cff_A,5,0.0
1cff_A,6,0.0
1cff_A,7,0.0
1cff_A,8,0.0
1cff_A,9,0.0
1chc_A,0,0.01
1chc_A,1,0.18
1chc_A,2,0.21
1chc_A,3,0.0
1chc_A,4,0.0
1chc_A,5,0.03
1chc_A,6,0.01
1chc_A,7,0.01
1chc_A,8,0.01
1chc_A,9,0.91
1cl4_A,0,0.01
1cl4_A,1,0.23
1cl4_A,2,0.24
1cl4_A,3,0.0
1cl4_A,4,0.0
1cl4_A,5,0.0
1cl4_A,6,0.05
1cl4_A,7,0.05
1cl4_A,8,0.05
1cl4_A,9,0.76
1cli_A,0,0.34
1cli_A,1,0.36
1cli_A,2,0.09
1cli_A,3,0.24
1cli_A,4,0.24
1cli_A,5,0.6
1cli_A,6,0.19
1cli_A,7,0.19
1cli_A,8,0.19
1cli_A,9,0.21
1co4_A,0,0.03
1co4_A,1,0.29
1co4_A,2,0.25
1co4_A,3,0.0
1co4_A,4,0.0
1co4_A,5,0.02
1co4_A,6,0.12
1co4_A,7,0.12
1co4_A,8,0.12
1co4_A,9,0.63
1cr8_A,0,0.85
1cr8_A,1,0.37
1cr8_A,2,0.16
1cr8_A,3,0.18
1cr8_A,4,0.18
1cr8_A,5,0.01
1cr8_A,6,0.06
1cr8_A,7,0.06
1cr8_A,8,0.06
1cr8_A,9,0.16
1cta_A,0,0.8
1cta_A,1,0.15
1cta_A,2,0.02
1cta_A,3,0.03
1cta_A,4,0.03
1cta_A,5,0.53
1cta_A,6,0.01
1cta_A,7,0.01
1cta_A,8,0.01
1cta_A,9,0.01
1cur_A,0,0.3
1cur_A,1,0.62
1cur_A,2,1.0
1cur_A,3,0.0
1cur_A,4,0.0
1cur_A,5,0.17
1cur_A,6,0.12
1cur_A,7,0.12
1cur_A,8,0.12
1cur_A,9,0.49
1cws_A,0,0.03
1cws_A,1,0.2
1cws_A,2,0.0
1cws_A,3,0.0
1cws_A,4,0.0
1cws_A,5,0.43
1cws_A,6,0.02
1cws_A,7,0.02
1cws_A,8,0.02
1cws_A,9,0.03
1cxx_A,0,0.02
1cxx_A,1,0.05
1cxx_A,2,0.12
1cxx_A,3,0.0
1cxx_A,4,0.0
1cxx_A,5,0.01
1cxx_A,6,0.0
1cxx_A,7,0.0
1cxx_A,8,0.0
1cxx_A,9,0.99
1czj_A,0,0.02
1czj_A,1,0.38
1czj_A,2,0.01
1czj_A,3,0.63
1czj_A,4,0.63
1czj_A,5,0.12
1czj_A,6,0.33
1czj_A,7,0.33
1czj_A,8,0.33
1czj_A,9,0.42
1d2j_A,0,0.88
1d2j_A,1,0.29
1d2j_A,2,0.14
1d2j_A,3,0.02
1d2j_A,4,0.02
1d2j_A,5,0.01
1d2j_A,6,0.03
1d2j_A,7,0.03
1d2j_A,8,0.03
1d2j_A,9,0.08
1d2l_A,0,0.9
1d2l_A,1,0.33
1d2l_A,2,0.1
1d2l_A,3,0.0
1d2l_A,4,0.0
1d2l_A,5,0.0
1d2l_A,6,0.04
1d2l_A,7,0.04
1d2l_A,8,0.04
1d2l_A,9,0.07
1daq_A,0,0.86
1daq_A,1,0.24
1daq_A,2,0.12
1daq_A,3,0.02
1daq_A,4,0.02
1daq_A,5,0.07
1daq_A,6,0.01
1daq_A,7,0.01
1daq_A,8,0.01
1daq_A,9,0.05
1def_A,0,0.45
1def_A,1,0.29
1def_A,2,0.0
1def_A,3,0.52
1def_A,4,0.52
1def_A,5,0.0
1def_A,6,0.0
1def_A,7,0.0
1def_A,8,0.0
1def_A,9,0.42
1dfe_A,0,0.0
1dfe_A,1,0.12
1dfe_A,2,0.18
1dfe_A,3,0.0
1dfe_A,4,0.0
1dfe_A,5,0.0
1dfe_A,6,0.01
1dfe_A,7,0.01
1dfe_A,8,0.01
1dfe_A,9,0.95
1dgw_Y,0,0.09
1dgw_Y,1,0.31
1dgw_Y,2,0.02
1dgw_Y,3,0.6
1dgw_Y,4,0.6
1dgw_Y,5,0.16
1dgw_Y,6,0.19
1dgw_Y,7,0.19
1dgw_Y,8,0.19
1dgw_Y,9,0.14
1dl6_A,0,0.0
1dl6_A,1,0.09
1dl6_A,2,0.16
1dl6_A,3,0.0
1dl6_A,4,0.0
1dl6_A,5,0.0
1dl6_A,6,0.0
1dl6_A,7,0.0
1dl6_A,8,0.0
1dl6_A,9,0.96
1dsv_A,0,0.99
1dsv_A,1,0.26
1dsv_A,2,0.23
1dsv_A,3,0.01
1dsv_A,4,0.01
1dsv_A,5,0.11
1dsv_A,6,0.0
1dsv_A,7,0.0
1dsv_A,8,0.0
1dsv_A,9,0.88
1dsw_A,0,0.17
1dsw_A,1,0.0
1dsw_A,2,1.0
1dsw_A,3,0.0
1dsw_A,4,0.0
1dsw_A,5,0.0
1dsw_A,6,0.0
1dsw_A,7,0.0
1dsw_A,8,0.0
1dsw_A,9,1.0
1dt0_B,0,0.0
1dt0_B,1,0.4
1dt0_B,2,0.0
1dt0_B,3,0.92
1dt0_B,4,0.92
1dt0_B,5,0.0
1dt0_B,6,1.0
1dt0_B,7,1.0
1dt0_B,8,1.0
1dt0_B,9,0.41
1dt7_A,0,1.0
1dt7_A,1,0.0
1dt7_A,2,0.01
1dt7_A,3,0.0
1dt7_A,4,0.0
1dt7_A,5,0.0
1dt7_A,6,0.0
1dt7_A,7,0.0
1dt7_A,8,0.0
1dt7_A,9,0.0
1dx8_A,0,0.02
1dx8_A,1,0.12
1dx8_A,2,0.17
1dx8_A,3,0.15
1dx8_A,4,0.15
1dx8_A,5,0.1
1dx8_A,6,0.0
1dx8_A,7,0.0
1dx8_A,8,0.0
1dx8_A,9,0.97
1dzi_A,0,0.43
1dzi_A,1,0.72
1dzi_A,2,0.14
1dzi_A,3,0.0
1dzi_A,4,0.0
1dzi_A,5,0.51
1dzi_A,6,0.81
1dzi_A,7,0.81
1dzi_A,8,0.81
1dzi_A,9,0.36
1e08_D,0,0.04
1e08_D,1,0.35
1e08_D,2,0.02
1e08_D,3,0.65
1e08_D,4,0.65
1e08_D,5,0.43
1e08_D,6,0.15
1e08_D,7,0.15
1e08_D,8,0.15
1e08_D,9,0.15
1e0e_A,0,0.0
1e0e_A,1,0.03
1e0e_A,2,0.09
1e0e_A,3,0.0
1e0e_A,4,0.0
1e0e_A,5,0.0
1e0e_A,6,0.0
1e0e_A,7,0.0
1e0e_A,8,0.0
1e0e_A,9,1.0
1e1t_A,0,0.52
1e1t_A,1,0.31
1e1t_A,2,0.04
1e1t_A,3,0.31
1e1t_A,4,0.31
1e1t_A,5,0.57
1e1t_A,6,0.6
1e1t_A,7,0.6
1e1t_A,8,0.6
1e1t_A,9,0.37
1e29_A,0,0.39
1e29_A,1,0.23
1e29_A,2,0.01
1e29_A,3,0.01
1e29_A,4,0.01
1e29_A,5,0.17
1e29_A,6,0.53
1e29_A,7,0.53
1e29_A,8,0.53
1e29_A,9,0.19
1e46_P,0,0.34
1e46_P,1,0.38
1e46_P,2,0.21
1e46_P,3,0.3
1e46_P,4,0.3
1e46_P,5,0.42
1e46_P,6,0.07
1e46_P,7,0.07
1e46_P,8,0.07
1e46_P,9,0.47
1e47_P,0,0.34
1e47_P,1,0.38
1e47_P,2,0.21
1e47_P,3,0.3
1e47_P,4,0.3
1e47_P,5,0.42
1e47_P,6,0.07
1e47_P,7,0.07
1e47_P,8,0.07
1e47_P,9,0.47
1e48_P,0,0.34
1e48_P,1,0.38
1e48_P,2,0.21
1e48_P,3,0.3
1e48_P,4,0.3
1e48_P,5,0.42
1e48_P,6,0.07
1e48_P,7,0.07
1e48_P,8,0.07
1e48_P,9,0.47
1e49_P,0,0.29
1e49_P,1,0.38
1e49_P,2,0.2
1e49_P,3,0.32
1e49_P,4,0.32
1e49_P,5,0.43
1e49_P,6,0.08
1e49_P,7,0.08
1e49_P,8,0.08
1e49_P,9,0.47
1e4a_P,0,0.27
1e4a_P,1,0.39
1e4a_P,2,0.22
1e4a_P,3,0.32
1e4a_P,4,0.32
1e4a_P,5,0.43
1e4a_P,6,0.08
1e4a_P,7,0.08
1e4a_P,8,0.08
1e4a_P,9,0.47
1e4b_P,0,0.27
1e4b_P,1,0.39
1e4b_P,2,0.22
1e4b_P,3,0.32
1e4b_P,4,0.32
1e4b_P,5,0.43
1e4b_P,6,0.08
1e4b_P,7,0.08
1e4b_P,8,0.08
1e4b_P,9,0.47
1e4c_P,0,0.34
1e4c_P,1,0.38
1e4c_P,2,0.21
1e4c_P,3,0.3
1e4c_P,4,0.3
1e4c_P,5,0.42
1e4c_P,6,0.07
1e4c_P,7,0.07
1e4c_P,8,0.07
1e4c_P,9,0.47
1e4u_A,0,0.0
1e4u_A,1,0.03
1e4u_A,2,0.1
1e4u_A,3,0.0
1e4u_A,4,0.0
1e4u_A,5,0.0
1e4u_A,6,0.0
1e4u_A,7,0.0
1e4u_A,8,0.0
1e4u_A,9,1.0
1e6c_A,0,0.14
1e6c_A,1,0.34
1e6c_A,2,0.18
1e6c_A,3,0.11
1e6c_A,4,0.11
1e6c_A,5,0.54
1e6c_A,6,0.14
1e6c_A,7,0.14
1e6c_A,8,0.14
1e6c_A,9,0.39
1ef4_A,0,0.0
1ef4_A,1,0.04
1ef4_A,2,0.11
1ef4_A,3,0.0
1ef4_A,4,0.0
1ef4_A,5,0.22
1ef4_A,6,0.0
1ef4_A,7,0.0
1ef4_A,8,0.0
1ef4_A,9,0.98
1eh2_A,0,0.85
1eh2_A,1,0.22
1eh2_A,2,0.12
1eh2_A,3,0.02
1eh2_A,4,0.02
1eh2_A,5,0.06
1eh2_A,6,0.01
1eh2_A,7,0.01
1eh2_A,8,0.01
1eh2_A,9,0.04
1emn_A,0,0.83
1emn_A,1,0.41
1emn_A,2,0.22
1emn_A,3,0.05
1emn_A,4,0.05
1emn_A,5,0.13
1emn_A,6,0.04
1emn_A,7,0.04
1emn_A,8,0.04
1emn_A,9,0.27
1eub_A,0,1.0
1eub_A,1,1.0
1eub_A,2,0.0
1eub_A,3,0.0
1eub_A,4,0.0
1eub_A,5,0.0
1eub_A,6,0.0
1eub_A,7,0.0
1eub_A,8,0.0
1eub_A,9,1.0
1exk_A,0,0.0
1exk_A,1,0.07
1exk_A,2,0.13
1exk_A,3,0.0
1exk_A,4,0.0
1exk_A,5,0.05
1exk_A,6,0.0
1exk_A,7,0.0
1exk_A,8,0.0
1exk_A,9,0.98
1eyx_A,0,0.13
1eyx_A,1,0.31
1eyx_A,2,0.03
1eyx_A,3,0.0
1eyx_A,4,0.0
1eyx_A,5,0.53
1eyx_A,6,0.1
1eyx_A,7,0.1
1eyx_A,8,0.1
1eyx_A,9,0.08
1eyx_B,0,0.04
1eyx_B,1,0.2
1eyx_B,2,0.32
1eyx_B,3,0.32
1eyx_B,4,0.32
1eyx_B,5,0.33
1eyx_B,6,0.09
1eyx_B,7,0.09
1eyx_B,8,0.09
1eyx_B,9,0.65
1f4s_P,0,0.0
1f4s_P,1,0.09
1f4s_P,2,0.16
1f4s_P,3,0.0
1f4s_P,4,0.0
1f4s_P,5,0.0
1f4s_P,6,0.0
1f4s_P,7,0.0
1f4s_P,8,0.0
1f4s_P,9,0.96
1f4v_A,0,0.17
1f4v_A,1,0.32
1f4v_A,2,0.0
1f4v_A,3,0.07
1f4v_A,4,0.07
1f4v_A,5,0.59
1f4v_A,6,0.98
1f4v_A,7,0.98
1f4v_A,8,0.98
1f4v_A,9,0.31
1f5y_A,0,0.81
1f5y_A,1,0.27
1f5y_A,2,0.13
1f5y_A,3,0.02
1f5y_A,4,0.02
1f5y_A,5,0.13
1f5y_A,6,0.01
1f5y_A,7,0.01
1f5y_A,8,0.01
1f5y_A,9,0.07
1f62_A,0,0.0
1f62_A,1,0.14
1f62_A,2,0.2
1f62_A,3,0.0
1f62_A,4,0.0
1f62_A,5,0.0
1f62_A,6,0.01
1f62_A,7,0.01
1f62_A,8,0.01
1f62_A,9,0.9
1f8z_A,0,0.87
1f8z_A,1,0.3
1f8z_A,2,0.14
1f8z_A,3,0.02
1f8z_A,4,0.02
1f8z_A,5,0.01
1f8z_A,6,0.03
1f8z_A,7,0.03
1f8z_A,8,0.03
1f8z_A,9,0.09
1f9x_A,0,0.02
1f9x_A,1,0.07
1f9x_A,2,0.61
1f9x_A,3,0.0
1f9x_A,4,0.0
1f9x_A,5,0.0
1f9x_A,6,0.0
1f9x_A,7,0.0
1f9x_A,8,0.0
1f9x_A,9,0.95
1fa4_A,0,0.0
1fa4_A,1,1.0
1fa4_A,2,1.0
1fa4_A,3,0.0
1fa4_A,4,0.0
1fa4_A,5,0.0
1fa4_A,6,0.0
1fa4_A,7,0.0
1fa4_A,8,0.0
1fa4_A,9,0.62
1fc2_C,0,0.18
1fc2_C,1,0.09
1fc2_C,2,0.01
1fc2_C,3,0.01
1fc2_C,4,0.01
1fc2_C,5,0.22
1fc2_C,6,0.01
1fc2_C,7,0.01
1fc2_C,8,0.01
1fc2_C,9,0.23
1fi6_A,0,0.99
1fi6_A,1,0.04
1fi6_A,2,0.03
1fi6_A,3,0.0
1fi6_A,4,0.0
1fi6_A,5,0.0
1fi6_A,6,0.0
1fi6_A,7,0.0
1fi6_A,8,0.0
1fi6_A,9,0.0
1fp0_A,0,0.01
1fp0_A,1,0.09
1fp0_A,2,0.06
1fp0_A,3,0.02
1fp0_A,4,0.02
1fp0_A,5,0.13
1fp0_A,6,0.0
1fp0_A,7,0.0
1fp0_A,8,0.0
1fp0_A,9,0.78
1fpp_A,0,0.47
1fpp_A,1,0.46
1fpp_A,2,0.17
1fpp_A,3,0.0
1fpp_A,4,0.0
1fpp_A,5,0.47
1fpp_A,6,0.27
1fpp_A,7,0.27
1fpp_A,8,0.27
1fpp_A,9,0.2
1fpw_A,0,1.0
1fpw_A,1,0.03
1fpw_A,2,0.02
1fpw_A,3,0.0
1fpw_A,4,0.0
1fpw_A,5,0.0
1fpw_A,6,0.0
1fpw_A,7,0.0
1fpw_A,8,0.0
1fpw_A,9,0.0
1fre_A,0,0.27
1fre_A,1,0.25
1fre_A,2,0.17
1fre_A,3,0.11
1fre_A,4,0.11
1fre_A,5,0.41
1fre_A,6,0.07
1fre_A,7,0.07
1fre_A,8,0.07
1fre_A,9,0.44
1fu9_A,0,0.02
1fu9_A,1,0.27
1fu9_A,2,0.28
1fu9_A,3,0.0
1fu9_A,4,0.0
1fu9_A,5,0.04
1fu9_A,6,0.08
1fu9_A,7,0.08
1fu9_A,8,0.08
1fu9_A,9,0.7
1fv5_A,0,0.0
1fv5_A,1,0.12
1fv5_A,2,0.19
1fv5_A,3,0.0
1fv5_A,4,0.0
1fv5_A,5,0.04
1fv5_A,6,0.01
1fv5_A,7,0.01
1fv5_A,8,0.01
1fv5_A,9,0.95
1fvs_A,0,0.01
1fvs_A,1,0.52
1fvs_A,2,1.0
1fvs_A,3,0.0
1fvs_A,4,0.0
1fvs_A,5,0.0
1fvs_A,6,0.05
1fvs_A,7,0.05
1fvs_A,8,0.05
1fvs_A,9,0.31
1fwm_A,0,0.68
1fwm_A,1,0.43
1fwm_A,2,0.32
1fwm_A,3,0.02
1fwm_A,4,0.02
1fwm_A,5,0.41
1fwm_A,6,0.26
1fwm_A,7,0.26
1fwm_A,8,0.26
1fwm_A,9,0.24
1fwq_A,0,0.09
1fwq_A,1,0.29
1fwq_A,2,0.2
1fwq_A,3,0.0
1fwq_A,4,0.0
1fwq_A,5,0.01
1fwq_A,6,0.09
1fwq_A,7,0.09
1fwq_A,8,0.09
1fwq_A,9,0.51
1fzh_C,0,0.57
1fzh_C,1,0.36
1fzh_C,2,0.3
1fzh_C,3,0.34
1fzh_C,4,0.34
1fzh_C,5,0.48
1fzh_C,6,0.34
1fzh_C,7,0.34
1fzh_C,8,0.34
1fzh_C,9,0.35
1g25_A,0,0.01
1g25_A,1,0.12
1g25_A,2,0.18
1g25_A,3,0.0
1g25_A,4,0.0
1g25_A,5,0.04
1g25_A,6,0.01
1g25_A,7,0.01
1g25_A,8,0.01
1g25_A,9,0.96
1g47_A,0,0.0
1g47_A,1,0.03
1g47_A,2,0.09
1g47_A,3,0.0
1g47_A,4,0.0
1g47_A,5,0.01
1g47_A,6,0.0
1g47_A,7,0.0
1g47_A,8,0.0
1g47_A,9,1.0
1g8t_A,0,0.38
1g8t_A,1,0.46
1g8t_A,2,0.17
1g8t_A,3,0.0
1g8t_A,4,0.0
1g8t_A,5,0.54
1g8t_A,6,0.27
1g8t_A,7,0.27
1g8t_A,8,0.27
1g8t_A,9,0.18
1gdc_A,0,0.0
1gdc_A,1,0.0
1gdc_A,2,0.03
1gdc_A,3,0.0
1gdc_A,4,0.0
1gdc_A,5,0.0
1gdc_A,6,0.0
1gdc_A,7,0.0
1gdc_A,8,0.0
1gdc_A,9,1.0
1glf_Y,0,0.32
1glf_Y,1,0.33
1glf_Y,2,0.16
1glf_Y,3,0.02
1glf_Y,4,0.02
1glf_Y,5,0.33
1glf_Y,6,0.33
1glf_Y,7,0.33
1glf_Y,8,0.33
1glf_Y,9,0.41
1gnf_A,0,0.0
1gnf_A,1,0.01
1gnf_A,2,0.06
1gnf_A,3,0.0
1gnf_A,4,0.0
1gnf_A,5,0.02
1gnf_A,6,0.0
1gnf_A,7,0.0
1gnf_A,8,0.0
1gnf_A,9,1.0
1gnx_A,0,0.21
1gnx_A,1,0.35
1gnx_A,2,0.35
1gnx_A,3,0.44
1gnx_A,4,0.44
1gnx_A,5,0.58
1gnx_A,6,0.31
1gnx_A,7,0.31
1gnx_A,8,0.31
1gnx_A,9,0.3
1gnx_B,0,0.21
1gnx_B,1,0.35
1gnx_B,2,0.34
1gnx_B,3,0.44
1gnx_B,4,0.44
1gnx_B,5,0.58
1gnx_B,6,0.31
1gnx_B,7,0.31
1gnx_B,8,0.31
1gnx_B,9,0.28
1gon_B,0,0.21
1gon_B,1,0.35
1gon_B,2,0.34
1gon_B,3,0.44
1gon_B,4,0.44
1gon_B,5,0.58
1gon_B,6,0.31
1gon_B,7,0.31
1gon_B,8,0.31
1gon_B,9,0.28
1goy_A,0,0.72
1goy_A,1,0.33
1goy_A,2,0.19
1goy_A,3,0.06
1goy_A,4,0.06
1goy_A,5,0.35
1goy_A,6,0.06
1goy_A,7,0.06
1goy_A,8,0.06
1goy_A,9,0.12
1gpw_A,0,0.55
1gpw_A,1,0.4
1gpw_A,2,0.21
1gpw_A,3,0.68
1gpw_A,4,0.68
1gpw_A,5,0.29
1gpw_A,6,0.42
1gpw_A,7,0.42
1gpw_A,8,0.42
1gpw_A,9,0.34
1gpw_E,0,0.53
1gpw_E,1,0.38
1gpw_E,2,0.2
1gpw_E,3,0.68
1gpw_E,4,0.68
1gpw_E,5,0.28
1gpw_E,6,0.43
1gpw_E,7,0.43
1gpw_E,8,0.43
1gpw_E,9,0.34
1grf_A,0,0.28
1grf_A,1,0.32
1grf_A,2,0.34
1grf_A,3,0.25
1grf_A,4,0.25
1grf_A,5,0.32
1grf_A,6,0.31
1grf_A,7,0.31
1grf_A,8,0.31
1grf_A,9,0.49
1gzh_D,0,0.18
1gzh_D,1,0.39
1gzh_D,2,0.22
1gzh_D,3,0.05
1gzh_D,4,0.05
1gzh_D,5,0.08
1gzh_D,6,0.26
1gzh_D,7,0.26
1gzh_D,8,0.26
1gzh_D,9,0.45
1h1a_B,0,0.23
1h1a_B,1,0.21
1h1a_B,2,0.04
1h1a_B,3,0.06
1h1a_B,4,0.06
1h1a_B,5,0.34
1h1a_B,6,0.16
1h1a_B,7,0.16
1h1a_B,8,0.16
1h1a_B,9,0.24
1h3i_B,0,0.2
1h3i_B,1,0.61
1h3i_B,2,0.34
1h3i_B,3,0.29
1h3i_B,4,0.29
1h3i_B,5,0.41
1h3i_B,6,0.14
1h3i_B,7,0.14
1h3i_B,8,0.14
1h3i_B,9,0.43
1h4b_A,0,0.76
1h4b_A,1,0.25
1h4b_A,2,0.03
1h4b_A,3,0.02
1h4b_A,4,0.02
1h4b_A,5,0.58
1h4b_A,6,0.05
1h4b_A,7,0.05
1h4b_A,8,0.05
1h4b_A,9,0.02
1h5n_C,0,0.58
1h5n_C,1,0.35
1h5n_C,2,0.35
1h5n_C,3,0.62
1h5n_C,4,0.62
1h5n_C,5,0.51
1h5n_C,6,0.52
1h5n_C,7,0.52
1h5n_C,8,0.52
1h5n_C,9,0.37
1h7b_A,0,0.32
