pdbid,ion,lig_labs,target
1ga1_A,CA,0,1
1ga1_A,CA,1,0
1ga1_A,CA,2,0
1ga1_A,CA,3,0
1ga1_A,CA,4,0
1ga1_A,CA,5,0
1ga1_A,CA,6,0
1ga1_A,CA,7,0
1ga1_A,CA,8,0
1ga1_A,CA,9,0
1ga4_A,CA,0,1
1ga4_A,CA,1,0
1ga4_A,CA,2,0
1ga4_A,CA,3,0
1ga4_A,CA,4,0
1ga4_A,CA,5,0
1ga4_A,CA,6,0
1ga4_A,CA,7,0
1ga4_A,CA,8,0
1ga4_A,CA,9,0
1gcy_A,CA,0,1
1gcy_A,CA,1,0
1gcy_A,CA,2,0
1gcy_A,CA,3,0
1gcy_A,CA,4,0
1gcy_A,CA,5,0
1gcy_A,CA,6,0
1gcy_A,CA,7,0
1gcy_A,CA,8,0
1gcy_A,CA,9,0
1gt9_1,CA,0,1
1gt9_1,CA,1,0
1gt9_1,CA,2,0
1gt9_1,CA,3,0
1gt9_1,CA,4,0
1gt9_1,CA,5,0
1gt9_1,CA,6,0
1gt9_1,CA,7,0
1gt9_1,CA,8,0
1gt9_1,CA,9,0
1gtt_A,CA,0,1
1gtt_A,CA,1,0
1gtt_A,CA,2,0
1gtt_A,CA,3,0
1gtt_A,CA,4,0
1gtt_A,CA,5,0
1gtt_A,CA,6,0
1gtt_A,CA,7,0
1gtt_A,CA,8,0
1gtt_A,CA,9,0
1ht6_A,CA,0,1
1ht6_A,CA,1,0
1ht6_A,CA,2,0
1ht6_A,CA,3,0
1ht6_A,CA,4,0
1ht6_A,CA,5,0
1ht6_A,CA,6,0
1ht6_A,CA,7,0
1ht6_A,CA,8,0
1ht6_A,CA,9,0
1hx0_A,CA,0,1
1hx0_A,CA,1,0
1hx0_A,CA,2,0
1hx0_A,CA,3,0
1hx0_A,CA,4,0
1hx0_A,CA,5,0
1hx0_A,CA,6,0
1hx0_A,CA,7,0
1hx0_A,CA,8,0
1hx0_A,CA,9,0
1i40_A,CA,0,1
1i40_A,CA,1,0
1i40_A,CA,2,0
1i40_A,CA,3,0
1i40_A,CA,4,0
1i40_A,CA,5,0
1i40_A,CA,6,0
1i40_A,CA,7,0
1i40_A,CA,8,0
1i40_A,CA,9,0
1iag_A,CA,0,1
1iag_A,CA,1,0
1iag_A,CA,2,0
1iag_A,CA,3,0
1iag_A,CA,4,0
1iag_A,CA,5,0
1iag_A,CA,6,0
1iag_A,CA,7,0
1iag_A,CA,8,0
1iag_A,CA,9,0
1j3b_A,CA,0,1
1j3b_A,CA,1,0
1j3b_A,CA,2,0
1j3b_A,CA,3,0
1j3b_A,CA,4,0
1j3b_A,CA,5,0
1j3b_A,CA,6,0
1j3b_A,CA,7,0
1j3b_A,CA,8,0
1j3b_A,CA,9,0
1jd7_A,CA,0,1
1jd7_A,CA,1,0
1jd7_A,CA,2,0
1jd7_A,CA,3,0
1jd7_A,CA,4,0
1jd7_A,CA,5,0
1jd7_A,CA,6,0
1jd7_A,CA,7,0
1jd7_A,CA,8,0
1jd7_A,CA,9,0
1jd9_A,CA,0,1
1jd9_A,CA,1,0
1jd9_A,CA,2,0
1jd9_A,CA,3,0
1jd9_A,CA,4,0
1jd9_A,CA,5,0
1jd9_A,CA,6,0
1jd9_A,CA,7,0
1jd9_A,CA,8,0
1jd9_A,CA,9,0
1jda_A,CA,0,1
1jda_A,CA,1,0
1jda_A,CA,2,0
1jda_A,CA,3,0
1jda_A,CA,4,0
1jda_A,CA,5,0
1jda_A,CA,6,0
1jda_A,CA,7,0
1jda_A,CA,8,0
1jda_A,CA,9,0
1jfh_A,CA,0,1
1jfh_A,CA,1,0
1jfh_A,CA,2,0
1jfh_A,CA,3,0
1jfh_A,CA,4,0
1jfh_A,CA,5,0
1jfh_A,CA,6,0
1jfh_A,CA,7,0
1jfh_A,CA,8,0
1jfh_A,CA,9,0
1jro_B,CA,0,1
1jro_B,CA,1,0
1jro_B,CA,2,0
1jro_B,CA,3,0
1jro_B,CA,4,0
1jro_B,CA,5,0
1jro_B,CA,6,0
1jro_B,CA,7,0
1jro_B,CA,8,0
1jro_B,CA,9,0
1jtg_B,CA,0,1
1jtg_B,CA,1,0
1jtg_B,CA,2,0
1jtg_B,CA,3,0
1jtg_B,CA,4,0
1jtg_B,CA,5,0
1jtg_B,CA,6,0
1jtg_B,CA,7,0
1jtg_B,CA,8,0
1jtg_B,CA,9,0
1jxj_A,CA,0,1
1jxj_A,CA,1,0
1jxj_A,CA,2,0
1jxj_A,CA,3,0
1jxj_A,CA,4,0
1jxj_A,CA,5,0
1jxj_A,CA,6,0
1jxj_A,CA,7,0
1jxj_A,CA,8,0
1jxj_A,CA,9,0
1jxk_A,CA,0,1
1jxk_A,CA,1,0
1jxk_A,CA,2,0
1jxk_A,CA,3,0
1jxk_A,CA,4,0
1jxk_A,CA,5,0
1jxk_A,CA,6,0
1jxk_A,CA,7,0
1jxk_A,CA,8,0
1jxk_A,CA,9,0
1kb3_A,CA,0,1
1kb3_A,CA,1,0
1kb3_A,CA,2,0
1kb3_A,CA,3,0
1kb3_A,CA,4,0
1kb3_A,CA,5,0
1kb3_A,CA,6,0
1kb3_A,CA,7,0
1kb3_A,CA,8,0
1kb3_A,CA,9,0
1kbb_A,CA,0,1
1kbb_A,CA,1,0
1kbb_A,CA,2,0
1kbb_A,CA,3,0
1kbb_A,CA,4,0
1kbb_A,CA,5,0
1kbb_A,CA,6,0
1kbb_A,CA,7,0
1kbb_A,CA,8,0
1kbb_A,CA,9,0
1kbk_A,CA,0,1
1kbk_A,CA,1,0
1kbk_A,CA,2,0
1kbk_A,CA,3,0
1kbk_A,CA,4,0
1kbk_A,CA,5,0
1kbk_A,CA,6,0
1kbk_A,CA,7,0
1kbk_A,CA,8,0
1kbk_A,CA,9,0
1kgu_A,CA,0,1
1kgu_A,CA,1,0
1kgu_A,CA,2,0
1kgu_A,CA,3,0
1kgu_A,CA,4,0
1kgu_A,CA,5,0
1kgu_A,CA,6,0
1kgu_A,CA,7,0
1kgu_A,CA,8,0
1kgu_A,CA,9,0
1kgw_A,CA,0,1
1kgw_A,CA,1,0
1kgw_A,CA,2,0
1kgw_A,CA,3,0
1kgw_A,CA,4,0
1kgw_A,CA,5,0
1kgw_A,CA,6,0
1kgw_A,CA,7,0
1kgw_A,CA,8,0
1kgw_A,CA,9,0
1kgx_A,CA,0,1
1kgx_A,CA,1,0
1kgx_A,CA,2,0
1kgx_A,CA,3,0
1kgx_A,CA,4,0
1kgx_A,CA,5,0
1kgx_A,CA,6,0
1kgx_A,CA,7,0
1kgx_A,CA,8,0
1kgx_A,CA,9,0
1kxh_A,CA,0,1
1kxh_A,CA,1,0
1kxh_A,CA,2,0
1kxh_A,CA,3,0
1kxh_A,CA,4,0
1kxh_A,CA,5,0
1kxh_A,CA,6,0
1kxh_A,CA,7,0
1kxh_A,CA,8,0
1kxh_A,CA,9,0
1kxq_A,CA,0,1
1kxq_A,CA,1,0
1kxq_A,CA,2,0
1kxq_A,CA,3,0
1kxq_A,CA,4,0
1kxq_A,CA,5,0
1kxq_A,CA,6,0
1kxq_A,CA,7,0
1kxq_A,CA,8,0
1kxq_A,CA,9,0
1lkv_X,CA,0,1
1lkv_X,CA,1,0
1lkv_X,CA,2,0
1lkv_X,CA,3,0
1lkv_X,CA,4,0
1lkv_X,CA,5,0
1lkv_X,CA,6,0
1lkv_X,CA,7,0
1lkv_X,CA,8,0
1lkv_X,CA,9,0
1m56_A,CA,0,1
1m56_A,CA,1,0
1m56_A,CA,2,0
1m56_A,CA,3,0
1m56_A,CA,4,0
1m56_A,CA,5,0
1m56_A,CA,6,0
1m56_A,CA,7,0
1m56_A,CA,8,0
1m56_A,CA,9,0
1m57_A,CA,0,1
1m57_A,CA,1,0
1m57_A,CA,2,0
1m57_A,CA,3,0
1m57_A,CA,4,0
1m57_A,CA,5,0
1m57_A,CA,6,0
1m57_A,CA,7,0
1m57_A,CA,8,0
1m57_A,CA,9,0
1m5o_F,CA,0,1
1m5o_F,CA,1,0
1m5o_F,CA,2,0
1m5o_F,CA,3,0
1m5o_F,CA,4,0
1m5o_F,CA,5,0
1m5o_F,CA,6,0
1m5o_F,CA,7,0
1m5o_F,CA,8,0
1m5o_F,CA,9,0
1nek_B,CA,0,1
1nek_B,CA,1,0
1nek_B,CA,2,0
1nek_B,CA,3,0
1nek_B,CA,4,0
1nek_B,CA,5,0
1nek_B,CA,6,0
1nek_B,CA,7,0
1nek_B,CA,8,0
1nek_B,CA,9,0
1nm9_A,CA,0,1
1nm9_A,CA,1,0
1nm9_A,CA,2,0
1nm9_A,CA,3,0
1nm9_A,CA,4,0
1nm9_A,CA,5,0
1nm9_A,CA,6,0
1nm9_A,CA,7,0
1nm9_A,CA,8,0
1nm9_A,CA,9,0
1of3_A,CA,0,1
1of3_A,CA,1,0
1of3_A,CA,2,0
1of3_A,CA,3,0
1of3_A,CA,4,0
1of3_A,CA,5,0
1of3_A,CA,6,0
1of3_A,CA,7,0
1of3_A,CA,8,0
1of3_A,CA,9,0
1ofl_A,CA,0,1
1ofl_A,CA,1,0
1ofl_A,CA,2,0
1ofl_A,CA,3,0
1ofl_A,CA,4,0
1ofl_A,CA,5,0
1ofl_A,CA,6,0
1ofl_A,CA,7,0
1ofl_A,CA,8,0
1ofl_A,CA,9,0
1oh4_A,CA,0,1
1oh4_A,CA,1,0
1oh4_A,CA,2,0
1oh4_A,CA,3,0
1oh4_A,CA,4,0
1oh4_A,CA,5,0
1oh4_A,CA,6,0
1oh4_A,CA,7,0
1oh4_A,CA,8,0
1oh4_A,CA,9,0
1os1_A,CA,0,1
1os1_A,CA,1,0
1os1_A,CA,2,0
1os1_A,CA,3,0
1os1_A,CA,4,0
1os1_A,CA,5,0
1os1_A,CA,6,0
1os1_A,CA,7,0
1os1_A,CA,8,0
1os1_A,CA,9,0
1ose_A,CA,0,1
1ose_A,CA,1,0
1ose_A,CA,2,0
1ose_A,CA,3,0
1ose_A,CA,4,0
1ose_A,CA,5,0
1ose_A,CA,6,0
1ose_A,CA,7,0
1ose_A,CA,8,0
1ose_A,CA,9,0
1oup_A,CA,0,1
1oup_A,CA,1,0
1oup_A,CA,2,0
1oup_A,CA,3,0
1oup_A,CA,4,0
1oup_A,CA,5,0
1oup_A,CA,6,0
1oup_A,CA,7,0
1oup_A,CA,8,0
1oup_A,CA,9,0
1pif_A,CA,0,1
1pif_A,CA,1,0
1pif_A,CA,2,0
1pif_A,CA,3,0
1pif_A,CA,4,0
1pif_A,CA,5,0
1pif_A,CA,6,0
1pif_A,CA,7,0
1pif_A,CA,8,0
1pif_A,CA,9,0
1poc_A,CA,0,1
1poc_A,CA,1,0
1poc_A,CA,2,0
1poc_A,CA,3,0
1poc_A,CA,4,0
1poc_A,CA,5,0
1poc_A,CA,6,0
1poc_A,CA,7,0
1poc_A,CA,8,0
1poc_A,CA,9,0
1ppi_A,CA,0,1
1ppi_A,CA,1,0
1ppi_A,CA,2,0
1ppi_A,CA,3,0
1ppi_A,CA,4,0
1ppi_A,CA,5,0
1ppi_A,CA,6,0
1ppi_A,CA,7,0
1ppi_A,CA,8,0
1ppi_A,CA,9,0
1px7_B,CA,0,1
1px7_B,CA,1,0
1px7_B,CA,2,0
1px7_B,CA,3,0
1px7_B,CA,4,0
1px7_B,CA,5,0
1px7_B,CA,6,0
1px7_B,CA,7,0
1px7_B,CA,8,0
1px7_B,CA,9,0
1pz7_A,CA,0,1
1pz7_A,CA,1,0
1pz7_A,CA,2,0
1pz7_A,CA,3,0
1pz7_A,CA,4,0
1pz7_A,CA,5,0
1pz7_A,CA,6,0
1pz7_A,CA,7,0
1pz7_A,CA,8,0
1pz7_A,CA,9,0
1pz7_B,CA,0,1
1pz7_B,CA,1,0
1pz7_B,CA,2,0
1pz7_B,CA,3,0
1pz7_B,CA,4,0
1pz7_B,CA,5,0
1pz7_B,CA,6,0
1pz7_B,CA,7,0
1pz7_B,CA,8,0
1pz7_B,CA,9,0
1pz8_B,CA,0,1
1pz8_B,CA,1,0
1pz8_B,CA,2,0
1pz8_B,CA,3,0
1pz8_B,CA,4,0
1pz8_B,CA,5,0
1pz8_B,CA,6,0
1pz8_B,CA,7,0
1pz8_B,CA,8,0
1pz8_B,CA,9,0
1pz8_C,CA,0,1
1pz8_C,CA,1,0
1pz8_C,CA,2,0
1pz8_C,CA,3,0
1pz8_C,CA,4,0
1pz8_C,CA,5,0
1pz8_C,CA,6,0
1pz8_C,CA,7,0
1pz8_C,CA,8,0
1pz8_C,CA,9,0
1pz8_D,CA,0,1
1pz8_D,CA,1,0
1pz8_D,CA,2,0
1pz8_D,CA,3,0
1pz8_D,CA,4,0
1pz8_D,CA,5,0
1pz8_D,CA,6,0
1pz8_D,CA,7,0
1pz8_D,CA,8,0
1pz8_D,CA,9,0
1q4n_X,CA,0,1
1q4n_X,CA,1,0
1q4n_X,CA,2,0
1q4n_X,CA,3,0
1q4n_X,CA,4,0
1q4n_X,CA,5,0
1q4n_X,CA,6,0
1q4n_X,CA,7,0
1q4n_X,CA,8,0
1q4n_X,CA,9,0
1q8h_A,CA,0,1
1q8h_A,CA,1,0
1q8h_A,CA,2,0
1q8h_A,CA,3,0
1q8h_A,CA,4,0
1q8h_A,CA,5,0
1q8h_A,CA,6,0
1q8h_A,CA,7,0
1q8h_A,CA,8,0
1q8h_A,CA,9,0
1qi3_A,CA,0,1
1qi3_A,CA,1,0
1qi3_A,CA,2,0
1qi3_A,CA,3,0
1qi3_A,CA,4,0
1qi3_A,CA,5,0
1qi3_A,CA,6,0
1qi3_A,CA,7,0
1qi3_A,CA,8,0
1qi3_A,CA,9,0
1qi4_A,CA,0,1
1qi4_A,CA,1,0
1qi4_A,CA,2,0
1qi4_A,CA,3,0
1qi4_A,CA,4,0
1qi4_A,CA,5,0
1qi4_A,CA,6,0
1qi4_A,CA,7,0
1qi4_A,CA,8,0
1qi4_A,CA,9,0
1qi5_A,CA,0,1
1qi5_A,CA,1,0
1qi5_A,CA,2,0
1qi5_A,CA,3,0
1qi5_A,CA,4,0
1qi5_A,CA,5,0
1qi5_A,CA,6,0
1qi5_A,CA,7,0
1qi5_A,CA,8,0
1qi5_A,CA,9,0
1qpk_A,CA,0,1
1qpk_A,CA,1,0
1qpk_A,CA,2,0
1qpk_A,CA,3,0
1qpk_A,CA,4,0
1qpk_A,CA,5,0
1qpk_A,CA,6,0
1qpk_A,CA,7,0
1qpk_A,CA,8,0
1qpk_A,CA,9,0
1r54_A,CA,0,1
1r54_A,CA,1,0
1r54_A,CA,2,0
1r54_A,CA,3,0
1r54_A,CA,4,0
1r54_A,CA,5,0
1r54_A,CA,6,0
1r54_A,CA,7,0
1r54_A,CA,8,0
1r54_A,CA,9,0
1r55_A,CA,0,1
1r55_A,CA,1,0
1r55_A,CA,2,0
1r55_A,CA,3,0
1r55_A,CA,4,0
1r55_A,CA,5,0
1r55_A,CA,6,0
1r55_A,CA,7,0
1r55_A,CA,8,0
1r55_A,CA,9,0
1r8l_B,CA,0,1
1r8l_B,CA,1,0
1r8l_B,CA,2,0
1r8l_B,CA,3,0
1r8l_B,CA,4,0
1r8l_B,CA,5,0
1r8l_B,CA,6,0
1r8l_B,CA,7,0
1r8l_B,CA,8,0
1r8l_B,CA,9,0
1rk8_A,CA,0,1
1rk8_A,CA,1,0
1rk8_A,CA,2,0
1rk8_A,CA,3,0
1rk8_A,CA,4,0
1rk8_A,CA,5,0
1rk8_A,CA,6,0
1rk8_A,CA,7,0
1rk8_A,CA,8,0
1rk8_A,CA,9,0
1rlw_A,CA,0,1
1rlw_A,CA,1,0
1rlw_A,CA,2,0
1rlw_A,CA,3,0
1rlw_A,CA,4,0
1rlw_A,CA,5,0
1rlw_A,CA,6,0
1rlw_A,CA,7,0
1rlw_A,CA,8,0
1rlw_A,CA,9,0
1rp8_A,CA,0,1
1rp8_A,CA,1,0
1rp8_A,CA,2,0
1rp8_A,CA,3,0
1rp8_A,CA,4,0
1rp8_A,CA,5,0
1rp8_A,CA,6,0
1rp8_A,CA,7,0
1rp8_A,CA,8,0
1rp8_A,CA,9,0
1s0w_C,CA,0,1
1s0w_C,CA,1,0
1s0w_C,CA,2,0
1s0w_C,CA,3,0
1s0w_C,CA,4,0
1s0w_C,CA,5,0
1s0w_C,CA,6,0
1s0w_C,CA,7,0
1s0w_C,CA,8,0
1s0w_C,CA,9,0
1sio_A,CA,0,1
1sio_A,CA,1,0
1sio_A,CA,2,0
1sio_A,CA,3,0
1sio_A,CA,4,0
1sio_A,CA,5,0
1sio_A,CA,6,0
1sio_A,CA,7,0
1sio_A,CA,8,0
1sio_A,CA,9,0
1siu_A,CA,0,1
1siu_A,CA,1,0
1siu_A,CA,2,0
1siu_A,CA,3,0
1siu_A,CA,4,0
1siu_A,CA,5,0
1siu_A,CA,6,0
1siu_A,CA,7,0
1siu_A,CA,8,0
1siu_A,CA,9,0
1sn7_A,CA,0,1
1sn7_A,CA,1,0
1sn7_A,CA,2,0
1sn7_A,CA,3,0
1sn7_A,CA,4,0
1sn7_A,CA,5,0
1sn7_A,CA,6,0
1sn7_A,CA,7,0
1sn7_A,CA,8,0
1sn7_A,CA,9,0
1t0i_A,CA,0,1
1t0i_A,CA,1,0
1t0i_A,CA,2,0
1t0i_A,CA,3,0
1t0i_A,CA,4,0
1t0i_A,CA,5,0
1t0i_A,CA,6,0
1t0i_A,CA,7,0
1t0i_A,CA,8,0
1t0i_A,CA,9,0
1t1g_A,CA,0,1
1t1g_A,CA,1,0
1t1g_A,CA,2,0
1t1g_A,CA,3,0
1t1g_A,CA,4,0
1t1g_A,CA,5,0
1t1g_A,CA,6,0
1t1g_A,CA,7,0
1t1g_A,CA,8,0
1t1g_A,CA,9,0
1t1i_A,CA,0,1
1t1i_A,CA,1,0
1t1i_A,CA,2,0
1t1i_A,CA,3,0
1t1i_A,CA,4,0
1t1i_A,CA,5,0
1t1i_A,CA,6,0
1t1i_A,CA,7,0
1t1i_A,CA,8,0
1t1i_A,CA,9,0
1tf8_A,CA,0,1
1tf8_A,CA,1,0
1tf8_A,CA,2,0
1tf8_A,CA,3,0
1tf8_A,CA,4,0
1tf8_A,CA,5,0
1tf8_A,CA,6,0
1tf8_A,CA,7,0
1tf8_A,CA,8,0
1tf8_A,CA,9,0
1tf9_A,CA,0,1
1tf9_A,CA,1,0
1tf9_A,CA,2,0
1tf9_A,CA,3,0
1tf9_A,CA,4,0
1tf9_A,CA,5,0
1tf9_A,CA,6,0
1tf9_A,CA,7,0
1tf9_A,CA,8,0
1tf9_A,CA,9,0
1ti2_B,CA,0,1
1ti2_B,CA,1,0
1ti2_B,CA,2,0
1ti2_B,CA,3,0
1ti2_B,CA,4,0
1ti2_B,CA,5,0
1ti2_B,CA,6,0
1ti2_B,CA,7,0
1ti2_B,CA,8,0
1ti2_B,CA,9,0
1tkf_A,CA,0,1
1tkf_A,CA,1,0
1tkf_A,CA,2,0
1tkf_A,CA,3,0
1tkf_A,CA,4,0
1tkf_A,CA,5,0
1tkf_A,CA,6,0
1tkf_A,CA,7,0
1tkf_A,CA,8,0
1tkf_A,CA,9,0
1tw8_A,CA,0,1
1tw8_A,CA,1,0
1tw8_A,CA,2,0
1tw8_A,CA,3,0
1tw8_A,CA,4,0
1tw8_A,CA,5,0
1tw8_A,CA,6,0
1tw8_A,CA,7,0
1tw8_A,CA,8,0
1tw8_A,CA,9,0
1tye_A,CA,0,1
1tye_A,CA,1,0
1tye_A,CA,2,0
1tye_A,CA,3,0
1tye_A,CA,4,0
1tye_A,CA,5,0
1tye_A,CA,6,0
1tye_A,CA,7,0
1tye_A,CA,8,0
1tye_A,CA,9,0
1ua3_A,CA,0,1
1ua3_A,CA,1,0
1ua3_A,CA,2,0
1ua3_A,CA,3,0
1ua3_A,CA,4,0
1ua3_A,CA,5,0
1ua3_A,CA,6,0
1ua3_A,CA,7,0
1ua3_A,CA,8,0
1ua3_A,CA,9,0
1ua7_A,CA,0,1
1ua7_A,CA,1,0
1ua7_A,CA,2,0
1ua7_A,CA,3,0
1ua7_A,CA,4,0
1ua7_A,CA,5,0
1ua7_A,CA,6,0
1ua7_A,CA,7,0
1ua7_A,CA,8,0
1ua7_A,CA,9,0
1vah_A,CA,0,1
1vah_A,CA,1,0
1vah_A,CA,2,0
1vah_A,CA,3,0
1vah_A,CA,4,0
1vah_A,CA,5,0
1vah_A,CA,6,0
1vah_A,CA,7,0
1vah_A,CA,8,0
1vah_A,CA,9,0
1viw_A,CA,0,1
1viw_A,CA,1,0
1viw_A,CA,2,0
1viw_A,CA,3,0
1viw_A,CA,4,0
1viw_A,CA,5,0
1viw_A,CA,6,0
1viw_A,CA,7,0
1viw_A,CA,8,0
1viw_A,CA,9,0
1vzg_A,CA,0,1
1vzg_A,CA,1,0
1vzg_A,CA,2,0
1vzg_A,CA,3,0
1vzg_A,CA,4,0
1vzg_A,CA,5,0
1vzg_A,CA,6,0
1vzg_A,CA,7,0
1vzg_A,CA,8,0
1vzg_A,CA,9,0
1wd9_A,CA,0,1
1wd9_A,CA,1,0
1wd9_A,CA,2,0
1wd9_A,CA,3,0
1wd9_A,CA,4,0
1wd9_A,CA,5,0
1wd9_A,CA,6,0
