pdbid,ion,lig_labs,target
1b2b_B,SO4,9,0
1b2c_B,SO4,0,0
1b2c_B,SO4,1,0
1b2c_B,SO4,2,0
1b2c_B,SO4,3,0
1b2c_B,SO4,4,0
1b2c_B,SO4,5,0
1b2c_B,SO4,6,0
1b2c_B,SO4,7,0
1b2c_B,SO4,8,1
1b2c_B,SO4,9,0
1b2d_B,SO4,0,0
1b2d_B,SO4,1,0
1b2d_B,SO4,2,0
1b2d_B,SO4,3,0
1b2d_B,SO4,4,0
1b2d_B,SO4,5,0
1b2d_B,SO4,6,0
1b2d_B,SO4,7,0
1b2d_B,SO4,8,1
1b2d_B,SO4,9,0
1b2e_B,SO4,0,0
1b2e_B,SO4,1,0
1b2e_B,SO4,2,0
1b2e_B,SO4,3,0
1b2e_B,SO4,4,0
1b2e_B,SO4,5,0
1b2e_B,SO4,6,0
1b2e_B,SO4,7,0
1b2e_B,SO4,8,1
1b2e_B,SO4,9,0
1b4s_A,PO4,0,0
1b4s_A,PO4,1,0
1b4s_A,PO4,2,0
1b4s_A,PO4,3,0
1b4s_A,PO4,4,0
1b4s_A,PO4,5,0
1b4s_A,PO4,6,0
1b4s_A,PO4,7,1
1b4s_A,PO4,8,0
1b4s_A,PO4,9,0
1b4s_B,PO4,0,0
1b4s_B,PO4,1,0
1b4s_B,PO4,2,0
1b4s_B,PO4,3,0
1b4s_B,PO4,4,0
1b4s_B,PO4,5,0
1b4s_B,PO4,6,0
1b4s_B,PO4,7,1
1b4s_B,PO4,8,0
1b4s_B,PO4,9,0
1b4s_C,PO4,0,0
1b4s_C,PO4,1,0
1b4s_C,PO4,2,0
1b4s_C,PO4,3,0
1b4s_C,PO4,4,0
1b4s_C,PO4,5,0
1b4s_C,PO4,6,0
1b4s_C,PO4,7,1
1b4s_C,PO4,8,0
1b4s_C,PO4,9,0
1b62_A,MG,0,0
1b62_A,MG,1,0
1b62_A,MG,2,0
1b62_A,MG,3,0
1b62_A,MG,4,0
1b62_A,MG,5,1
1b62_A,MG,6,0
1b62_A,MG,7,0
1b62_A,MG,8,0
1b62_A,MG,9,0
1b8t_A,ZN,0,0
1b8t_A,ZN,1,0
1b8t_A,ZN,2,0
1b8t_A,ZN,3,0
1b8t_A,ZN,4,0
1b8t_A,ZN,5,0
1b8t_A,ZN,6,0
1b8t_A,ZN,7,0
1b8t_A,ZN,8,0
1b8t_A,ZN,9,1
1ba9_A,ZN,0,0
1ba9_A,ZN,1,0
1ba9_A,ZN,2,0
1ba9_A,ZN,3,0
1ba9_A,ZN,4,0
1ba9_A,ZN,5,0
1ba9_A,ZN,6,0
1ba9_A,ZN,7,0
1ba9_A,ZN,8,0
1ba9_A,ZN,9,1
1bbo_A,ZN,0,0
1bbo_A,ZN,1,0
1bbo_A,ZN,2,0
1bbo_A,ZN,3,0
1bbo_A,ZN,4,0
1bbo_A,ZN,5,0
1bbo_A,ZN,6,0
1bbo_A,ZN,7,0
1bbo_A,ZN,8,0
1bbo_A,ZN,9,1
1bci_A,CA,0,1
1bci_A,CA,1,0
1bci_A,CA,2,0
1bci_A,CA,3,0
1bci_A,CA,4,0
1bci_A,CA,5,0
1bci_A,CA,6,0
1bci_A,CA,7,0
1bci_A,CA,8,0
1bci_A,CA,9,0
1bfy_A,FE,0,0
1bfy_A,FE,1,0
1bfy_A,FE,2,0
1bfy_A,FE,3,1
1bfy_A,FE,4,0
1bfy_A,FE,5,0
1bfy_A,FE,6,0
1bfy_A,FE,7,0
1bfy_A,FE,8,0
1bfy_A,FE,9,0
1bhp_A,PO4,0,0
1bhp_A,PO4,1,0
1bhp_A,PO4,2,0
1bhp_A,PO4,3,0
1bhp_A,PO4,4,0
1bhp_A,PO4,5,0
1bhp_A,PO4,6,0
1bhp_A,PO4,7,1
1bhp_A,PO4,8,0
1bhp_A,PO4,9,0
1bj6_A,ZN,0,0
1bj6_A,ZN,1,0
1bj6_A,ZN,2,0
1bj6_A,ZN,3,0
1bj6_A,ZN,4,0
1bj6_A,ZN,5,0
1bj6_A,ZN,6,0
1bj6_A,ZN,7,0
1bj6_A,ZN,8,0
1bj6_A,ZN,9,1
1bm6_A,CA,0,1
1bm6_A,ZN,0,1
1bm6_A,CA,1,0
1bm6_A,ZN,1,0
1bm6_A,CA,2,0
1bm6_A,ZN,2,0
1bm6_A,CA,3,0
1bm6_A,ZN,3,0
1bm6_A,CA,4,0
1bm6_A,ZN,4,0
1bm6_A,CA,5,0
1bm6_A,ZN,5,0
1bm6_A,CA,6,0
1bm6_A,ZN,6,0
1bm6_A,CA,7,0
1bm6_A,ZN,7,0
1bm6_A,CA,8,0
1bm6_A,ZN,8,0
1bm6_A,CA,9,1
1bm6_A,ZN,9,1
1bor_A,ZN,0,0
1bor_A,ZN,1,0
1bor_A,ZN,2,0
1bor_A,ZN,3,0
1bor_A,ZN,4,0
1bor_A,ZN,5,0
1bor_A,ZN,6,0
1bor_A,ZN,7,0
1bor_A,ZN,8,0
1bor_A,ZN,9,1
1bpi_A,PO4,0,0
1bpi_A,PO4,1,0
1bpi_A,PO4,2,0
1bpi_A,PO4,3,0
1bpi_A,PO4,4,0
1bpi_A,PO4,5,0
1bpi_A,PO4,6,0
1bpi_A,PO4,7,1
1bpi_A,PO4,8,0
1bpi_A,PO4,9,0
1bt7_A,ZN,0,0
1bt7_A,ZN,1,0
1bt7_A,ZN,2,0
1bt7_A,ZN,3,0
1bt7_A,ZN,4,0
1bt7_A,ZN,5,0
1bt7_A,ZN,6,0
1bt7_A,ZN,7,0
1bt7_A,ZN,8,0
1bt7_A,ZN,9,1
1btc_A,SO4,0,0
1btc_A,SO4,1,0
1btc_A,SO4,2,0
1btc_A,SO4,3,0
1btc_A,SO4,4,0
1btc_A,SO4,5,0
1btc_A,SO4,6,0
1btc_A,SO4,7,0
1btc_A,SO4,8,1
1btc_A,SO4,9,0
1bxn_A,PO4,0,0
1bxn_A,PO4,1,0
1bxn_A,PO4,2,0
1bxn_A,PO4,3,0
1bxn_A,PO4,4,0
1bxn_A,PO4,5,0
1bxn_A,PO4,6,0
1bxn_A,PO4,7,1
1bxn_A,PO4,8,0
1bxn_A,PO4,9,0
1bxn_C,PO4,0,0
1bxn_C,PO4,1,0
1bxn_C,PO4,2,0
1bxn_C,PO4,3,0
1bxn_C,PO4,4,0
1bxn_C,PO4,5,0
1bxn_C,PO4,6,0
1bxn_C,PO4,7,1
1bxn_C,PO4,8,0
1bxn_C,PO4,9,0
1bxn_E,PO4,0,0
1bxn_E,PO4,1,0
1bxn_E,PO4,2,0
1bxn_E,PO4,3,0
1bxn_E,PO4,4,0
1bxn_E,PO4,5,0
1bxn_E,PO4,6,0
1bxn_E,PO4,7,1
1bxn_E,PO4,8,0
1bxn_E,PO4,9,0
1bxn_G,PO4,0,0
1bxn_G,PO4,1,0
1bxn_G,PO4,2,0
1bxn_G,PO4,3,0
1bxn_G,PO4,4,0
1bxn_G,PO4,5,0
1bxn_G,PO4,6,0
1bxn_G,PO4,7,1
1bxn_G,PO4,8,0
1bxn_G,PO4,9,0
1byn_A,CA,0,1
1byn_A,CA,1,0
1byn_A,CA,2,0
1byn_A,CA,3,0
1byn_A,CA,4,0
1byn_A,CA,5,0
1byn_A,CA,6,0
1byn_A,CA,7,0
1byn_A,CA,8,0
1byn_A,CA,9,0
1bz5_D,SO4,0,0
1bz5_D,SO4,1,0
1bz5_D,SO4,2,0
1bz5_D,SO4,3,0
1bz5_D,SO4,4,0
1bz5_D,SO4,5,0
1bz5_D,SO4,6,0
1bz5_D,SO4,7,0
1bz5_D,SO4,8,1
1bz5_D,SO4,9,0
1c07_A,CA,0,1
1c07_A,CA,1,0
1c07_A,CA,2,0
1c07_A,CA,3,0
1c07_A,CA,4,0
1c07_A,CA,5,0
1c07_A,CA,6,0
1c07_A,CA,7,0
1c07_A,CA,8,0
1c07_A,CA,9,0
1c9q_A,ZN,0,0
1c9q_A,ZN,1,0
1c9q_A,ZN,2,0
1c9q_A,ZN,3,0
1c9q_A,ZN,4,0
1c9q_A,ZN,5,0
1c9q_A,ZN,6,0
1c9q_A,ZN,7,0
1c9q_A,ZN,8,0
1c9q_A,ZN,9,1
1cee_A,MG,0,0
1cee_A,MG,1,0
1cee_A,MG,2,0
1cee_A,MG,3,0
1cee_A,MG,4,0
1cee_A,MG,5,1
1cee_A,MG,6,0
1cee_A,MG,7,0
1cee_A,MG,8,0
1cee_A,MG,9,0
1cf4_A,MG,0,0
1cf4_A,MG,1,0
1cf4_A,MG,2,0
1cf4_A,MG,3,0
1cf4_A,MG,4,0
1cf4_A,MG,5,1
1cf4_A,MG,6,0
1cf4_A,MG,7,0
1cf4_A,MG,8,0
1cf4_A,MG,9,0
1cff_A,CA,0,1
1cff_A,CA,1,0
1cff_A,CA,2,0
1cff_A,CA,3,0
1cff_A,CA,4,0
1cff_A,CA,5,0
1cff_A,CA,6,0
1cff_A,CA,7,0
1cff_A,CA,8,0
1cff_A,CA,9,0
1chc_A,ZN,0,0
1chc_A,ZN,1,0
1chc_A,ZN,2,0
1chc_A,ZN,3,0
1chc_A,ZN,4,0
1chc_A,ZN,5,0
1chc_A,ZN,6,0
1chc_A,ZN,7,0
1chc_A,ZN,8,0
1chc_A,ZN,9,1
1cjb_D,MG,0,0
1cjb_D,MG,1,0
1cjb_D,MG,2,0
1cjb_D,MG,3,0
1cjb_D,MG,4,0
1cjb_D,MG,5,1
1cjb_D,MG,6,0
1cjb_D,MG,7,0
1cjb_D,MG,8,0
1cjb_D,MG,9,0
1ckk_A,CA,0,1
1ckk_A,CA,1,0
1ckk_A,CA,2,0
1ckk_A,CA,3,0
1ckk_A,CA,4,0
1ckk_A,CA,5,0
1ckk_A,CA,6,0
1ckk_A,CA,7,0
1ckk_A,CA,8,0
1ckk_A,CA,9,0
1cl4_A,ZN,0,0
1cl4_A,ZN,1,0
1cl4_A,ZN,2,0
1cl4_A,ZN,3,0
1cl4_A,ZN,4,0
1cl4_A,ZN,5,0
1cl4_A,ZN,6,0
1cl4_A,ZN,7,0
1cl4_A,ZN,8,0
1cl4_A,ZN,9,1
1cli_A,SO4,0,0
1cli_A,SO4,1,0
1cli_A,SO4,2,0
1cli_A,SO4,3,0
1cli_A,SO4,4,0
1cli_A,SO4,5,0
1cli_A,SO4,6,0
1cli_A,SO4,7,0
1cli_A,SO4,8,1
1cli_A,SO4,9,0
1cli_B,SO4,0,0
1cli_B,SO4,1,0
1cli_B,SO4,2,0
1cli_B,SO4,3,0
1cli_B,SO4,4,0
1cli_B,SO4,5,0
1cli_B,SO4,6,0
1cli_B,SO4,7,0
1cli_B,SO4,8,1
1cli_B,SO4,9,0
1cli_C,SO4,0,0
1cli_C,SO4,1,0
1cli_C,SO4,2,0
1cli_C,SO4,3,0
1cli_C,SO4,4,0
1cli_C,SO4,5,0
1cli_C,SO4,6,0
1cli_C,SO4,7,0
1cli_C,SO4,8,1
1cli_C,SO4,9,0
1cli_D,SO4,0,0
1cli_D,SO4,1,0
1cli_D,SO4,2,0
1cli_D,SO4,3,0
1cli_D,SO4,4,0
1cli_D,SO4,5,0
1cli_D,SO4,6,0
1cli_D,SO4,7,0
1cli_D,SO4,8,1
1cli_D,SO4,9,0
1cm4_A,CA,0,1
1cm4_A,CA,1,0
1cm4_A,CA,2,0
1cm4_A,CA,3,0
1cm4_A,CA,4,0
1cm4_A,CA,5,0
1cm4_A,CA,6,0
1cm4_A,CA,7,0
1cm4_A,CA,8,0
1cm4_A,CA,9,0
1co4_A,ZN,0,0
1co4_A,ZN,1,0
1co4_A,ZN,2,0
1co4_A,ZN,3,0
1co4_A,ZN,4,0
1co4_A,ZN,5,0
1co4_A,ZN,6,0
1co4_A,ZN,7,0
1co4_A,ZN,8,0
1co4_A,ZN,9,1
1cr8_A,CA,0,1
1cr8_A,CA,1,0
1cr8_A,CA,2,0
1cr8_A,CA,3,0
1cr8_A,CA,4,0
1cr8_A,CA,5,0
1cr8_A,CA,6,0
1cr8_A,CA,7,0
1cr8_A,CA,8,0
1cr8_A,CA,9,0
1crr_A,MG,0,0
1crr_A,MG,1,0
1crr_A,MG,2,0
1crr_A,MG,3,0
1crr_A,MG,4,0
1crr_A,MG,5,1
1crr_A,MG,6,0
1crr_A,MG,7,0
1crr_A,MG,8,0
1crr_A,MG,9,0
1cta_A,CA,0,1
1cta_A,CA,1,0
1cta_A,CA,2,0
1cta_A,CA,3,0
1cta_A,CA,4,0
1cta_A,CA,5,0
1cta_A,CA,6,0
1cta_A,CA,7,0
1cta_A,CA,8,0
1cta_A,CA,9,0
1cta_B,CA,0,1
1cta_B,CA,1,0
1cta_B,CA,2,0
1cta_B,CA,3,0
1cta_B,CA,4,0
1cta_B,CA,5,0
1cta_B,CA,6,0
1cta_B,CA,7,0
1cta_B,CA,8,0
1cta_B,CA,9,0
1ctd_A,CA,0,1
1ctd_A,CA,1,0
1ctd_A,CA,2,0
1ctd_A,CA,3,0
1ctd_A,CA,4,0
1ctd_A,CA,5,0
1ctd_A,CA,6,0
1ctd_A,CA,7,0
1ctd_A,CA,8,0
1ctd_A,CA,9,0
1ctd_B,CA,0,1
1ctd_B,CA,1,0
1ctd_B,CA,2,0
1ctd_B,CA,3,0
1ctd_B,CA,4,0
1ctd_B,CA,5,0
1ctd_B,CA,6,0
1ctd_B,CA,7,0
1ctd_B,CA,8,0
1ctd_B,CA,9,0
1ctl_A,ZN,0,0
1ctl_A,ZN,1,0
1ctl_A,ZN,2,0
1ctl_A,ZN,3,0
1ctl_A,ZN,4,0
1ctl_A,ZN,5,0
1ctl_A,ZN,6,0
1ctl_A,ZN,7,0
1ctl_A,ZN,8,0
1ctl_A,ZN,9,1
1cur_A,CU,0,0
1cur_A,CU,1,0
1cur_A,CU,2,1
1cur_A,CU,3,0
1cur_A,CU,4,0
1cur_A,CU,5,0
1cur_A,CU,6,0
1cur_A,CU,7,0
1cur_A,CU,8,0
1cur_A,CU,9,0
1cwr_A,SO4,0,0
1cwr_A,SO4,1,0
1cwr_A,SO4,2,0
1cwr_A,SO4,3,0
1cwr_A,SO4,4,0
1cwr_A,SO4,5,0
1cwr_A,SO4,6,0
1cwr_A,SO4,7,0
1cwr_A,SO4,8,1
1cwr_A,SO4,9,0
1cws_A,SO4,0,0
1cws_A,SO4,1,0
1cws_A,SO4,2,0
1cws_A,SO4,3,0
1cws_A,SO4,4,0
1cws_A,SO4,5,0
1cws_A,SO4,6,0
1cws_A,SO4,7,0
1cws_A,SO4,8,1
1cws_A,SO4,9,0
1cwt_A,SO4,0,0
1cwt_A,SO4,1,0
1cwt_A,SO4,2,0
1cwt_A,SO4,3,0
1cwt_A,SO4,4,0
1cwt_A,SO4,5,0
1cwt_A,SO4,6,0
1cwt_A,SO4,7,0
1cwt_A,SO4,8,1
1cwt_A,SO4,9,0
1cxx_A,ZN,0,0
1cxx_A,ZN,1,0
1cxx_A,ZN,2,0
1cxx_A,ZN,3,0
1cxx_A,ZN,4,0
1cxx_A,ZN,5,0
1cxx_A,ZN,6,0
1cxx_A,ZN,7,0
1cxx_A,ZN,8,0
1cxx_A,ZN,9,1
1czj_A,SO4,0,0
1czj_A,SO4,1,0
1czj_A,SO4,2,0
1czj_A,SO4,3,0
1czj_A,SO4,4,0
1czj_A,SO4,5,0
1czj_A,SO4,6,0
1czj_A,SO4,7,0
1czj_A,SO4,8,1
1czj_A,SO4,9,0
1d2j_A,CA,0,1
1d2j_A,CA,1,0
1d2j_A,CA,2,0
1d2j_A,CA,3,0
1d2j_A,CA,4,0
1d2j_A,CA,5,0
1d2j_A,CA,6,0
1d2j_A,CA,7,0
1d2j_A,CA,8,0
1d2j_A,CA,9,0
1d2l_A,CA,0,1
1d2l_A,CA,1,0
1d2l_A,CA,2,0
1d2l_A,CA,3,0
1d2l_A,CA,4,0
1d2l_A,CA,5,0
1d2l_A,CA,6,0
1d2l_A,CA,7,0
1d2l_A,CA,8,0
1d2l_A,CA,9,0
1daq_A,CA,0,1
1daq_A,CA,1,0
1daq_A,CA,2,0
1daq_A,CA,3,0
1daq_A,CA,4,0
1daq_A,CA,5,0
1daq_A,CA,6,0
1daq_A,CA,7,0
1daq_A,CA,8,0
1daq_A,CA,9,0
1dav_A,CA,0,1
1dav_A,CA,1,0
1dav_A,CA,2,0
1dav_A,CA,3,0
1dav_A,CA,4,0
1dav_A,CA,5,0
1dav_A,CA,6,0
1dav_A,CA,7,0
1dav_A,CA,8,0
1dav_A,CA,9,0
1def_A,ZN,0,0
1def_A,ZN,1,0
1def_A,ZN,2,0
1def_A,ZN,3,0
1def_A,ZN,4,0
1def_A,ZN,5,0
1def_A,ZN,6,0
1def_A,ZN,7,0
1def_A,ZN,8,0
1def_A,ZN,9,1
1dfe_A,ZN,0,0
1dfe_A,ZN,1,0
1dfe_A,ZN,2,0
1dfe_A,ZN,3,0
1dfe_A,ZN,4,0
1dfe_A,ZN,5,0
1dfe_A,ZN,6,0
1dfe_A,ZN,7,0
1dfe_A,ZN,8,0
1dfe_A,ZN,9,1
1dgw_Y,PO4,0,0
1dgw_Y,PO4,1,0
1dgw_Y,PO4,2,0
1dgw_Y,PO4,3,0
1dgw_Y,PO4,4,0
1dgw_Y,PO4,5,0
1dgw_Y,PO4,6,0
1dgw_Y,PO4,7,1
1dgw_Y,PO4,8,0
1dgw_Y,PO4,9,0
1dgz_A,ZN,0,0
1dgz_A,ZN,1,0
1dgz_A,ZN,2,0
1dgz_A,ZN,3,0
1dgz_A,ZN,4,0
1dgz_A,ZN,5,0
1dgz_A,ZN,6,0
1dgz_A,ZN,7,0
1dgz_A,ZN,8,0
1dgz_A,ZN,9,1
1dl6_A,ZN,0,0
1dl6_A,ZN,1,0
1dl6_A,ZN,2,0
1dl6_A,ZN,3,0
1dl6_A,ZN,4,0
1dl6_A,ZN,5,0
1dl6_A,ZN,6,0
1dl6_A,ZN,7,0
1dl6_A,ZN,8,0
1dl6_A,ZN,9,1
1dsv_A,ZN,0,0
1dsv_A,ZN,1,0
1dsv_A,ZN,2,0
1dsv_A,ZN,3,0
1dsv_A,ZN,4,0
1dsv_A,ZN,5,0
1dsv_A,ZN,6,0
1dsv_A,ZN,7,0
1dsv_A,ZN,8,0
1dsv_A,ZN,9,1
1dsw_A,CU,0,0
1dsw_A,ZN,0,0
1dsw_A,CU,1,0
1dsw_A,ZN,1,0
1dsw_A,CU,2,1
1dsw_A,ZN,2,1
1dsw_A,CU,3,0
1dsw_A,ZN,3,0
1dsw_A,CU,4,0
1dsw_A,ZN,4,0
1dsw_A,CU,5,0
1dsw_A,ZN,5,0
1dsw_A,CU,6,0
1dsw_A,ZN,6,0
1dsw_A,CU,7,0
1dsw_A,ZN,7,0
1dsw_A,CU,8,0
1dsw_A,ZN,8,0
1dsw_A,CU,9,1
1dsw_A,ZN,9,1
1dt0_B,FE,0,0
1dt0_B,FE,1,0
1dt0_B,FE,2,0
1dt0_B,FE,3,1
1dt0_B,FE,4,0
1dt0_B,FE,5,0
1dt0_B,FE,6,0
1dt0_B,FE,7,0
1dt0_B,FE,8,0
1dt0_B,FE,9,0
1dt7_A,CA,0,1
1dt7_A,CA,1,0
1dt7_A,CA,2,0
1dt7_A,CA,3,0
1dt7_A,CA,4,0
1dt7_A,CA,5,0
1dt7_A,CA,6,0
1dt7_A,CA,7,0
1dt7_A,CA,8,0
1dt7_A,CA,9,0
1dt7_B,CA,0,1
1dt7_B,CA,1,0
1dt7_B,CA,2,0
1dt7_B,CA,3,0
1dt7_B,CA,4,0
1dt7_B,CA,5,0
1dt7_B,CA,6,0
1dt7_B,CA,7,0
1dt7_B,CA,8,0
1dt7_B,CA,9,0
1dx8_A,ZN,0,0
1dx8_A,ZN,1,0
1dx8_A,ZN,2,0
1dx8_A,ZN,3,0
1dx8_A,ZN,4,0
1dx8_A,ZN,5,0
1dx8_A,ZN,6,0
1dx8_A,ZN,7,0
1dx8_A,ZN,8,0
1dx8_A,ZN,9,1
1dxw_A,ZN,0,0
1dxw_A,ZN,1,0
1dxw_A,ZN,2,0
1dxw_A,ZN,3,0
1dxw_A,ZN,4,0
1dxw_A,ZN,5,0
1dxw_A,ZN,6,0
1dxw_A,ZN,7,0
1dxw_A,ZN,8,0
1dxw_A,ZN,9,1
1dzi_A,CO,0,0
1dzi_A,CO,1,1
1dzi_A,CO,2,0
1dzi_A,CO,3,0
1dzi_A,CO,4,0
1dzi_A,CO,5,0
1dzi_A,CO,6,0
1dzi_A,CO,7,0
1dzi_A,CO,8,0
1dzi_A,CO,9,0
1e08_A,FE2,0,0
1e08_A,FE2,1,0
1e08_A,FE2,2,0
1e08_A,FE2,3,0
1e08_A,FE2,4,1
1e08_A,FE2,5,0
1e08_A,FE2,6,0
1e08_A,FE2,7,0
1e08_A,FE2,8,0
1e08_A,FE2,9,0
1e08_D,ZN,0,0
1e08_D,ZN,1,0
1e08_D,ZN,2,0
